,theme,start_time,end_time,affected_sectors,severity_ratio,answer_ratio,sources,location,df_index
312,Borrasca,2023-09-12,2023-09-13,"['Agua y Alimentos', 'Transporte']","{'Agua y Alimentos': 0.75, 'Transporte': 0.375}","{14: 0.75, 15: 0.75, 16: 0.75, 5: 0.75, 6: 0.25, 8: 0.5}","['https://www.lasprovincias.es/comunitat/el-tiempo/aemet-reactiva-doble-alerta-lluvias-intensas-valencia-dana-bfa-20230913174327-nt.html', 'https://www.antena3.com/noticias/el-tiempo/actualidad/albacete-castellon-victimas-graves-granizadas-riadas-este-domingo_2023091765073d8a4fd7bf0001a00427.html', 'https://castellonaldia.elmundo.es/sucesos/una-borrasca-provoca-caos-burriana-arrasa-arbol-el-pla-en-nules-un-hombre-queda-atrapado-en-su-coche-por-la-caida-de-un-arbol-PO16902386', 'https://www.telecinco.es/noticias/el-tiempo/20230913/imagenes-reventon-humedo-burriana-castellon-caida-arboles-incendios-rayos_18_010441705.html', 'https://efe.com/comunidad-valenciana/2023-09-13/burriana-intenta-recuperar-la-normalidad-tras-la-fuerte-tormenta-que-arraso-la-localidad/', 'https://www.levante-emv.com/comunitat-valenciana/2023/09/17/tiempo-valencia-hoy-tormentas-dana-92182060.html', 'https://cadenaser.com/nacional/2023/09/13/una-borrasca-atlantica-llega-para-aguar-el-fin-de-semana-estas-son-las-zonas-donde-mas-llovera-cadena-ser/']",Castellon,64
313,Temporal,2023-09-12,2023-09-13,"['Agua y Alimentos', 'Transporte']","{'Transporte': 0.5892857142857143, 'Agua y Alimentos': 0.6666666666666666}","{5: 0.4166666666666667, 6: 0.5714285714285714, 7: 0.6785714285714286, 8: 0.75, 14: 0.625, 15: 0.75, 16: 0.625}","['https://www.lasprovincias.es/comunitat/el-tiempo/primeras-alertas-dana-aemet-preve-horas-fuerte-lluvias-valencia-20230918182217-nt.html', 'https://www.elperiodicomediterraneo.com/castello-provincia/2023/09/15/directo-castellon-alerta-lluvias-aemet-92119165.html', 'https://www.levante-emv.com/comunitat-valenciana/2023/09/12/lluvia-granizo-vientos-130-kilometros-92009310.html', 'https://castellonplaza.com/un-reventon-humedo-se-ceba-con-burriana-y-deja-arboles-arrasados-incendios-y-rescates', 'https://www.elperiodic.com/burriana/video-tormenta-monumental-colapsa-provincia-castellon_921965', 'https://www.larazon.es/comunidad-valenciana/fuertes-lluvias-granizo-comunidad-valenciana-regresa-temporal_20230917650725de1fb4a60001398322.html', 'https://cadenaser.com/comunitat-valenciana/2023/09/13/un-reventon-humedo-en-nules-y-burriana-deja-mas-de-100-incidencias-y-problemas-de-circulacion-radio-castellon/', 'https://www.lasprovincias.es/castellon/lluvias-litros-metro-cuadrado-rachas-viento-130-20230912190706-nt.html', 'https://www.elperiodicomediterraneo.com/castello-provincia/2023/09/19/dana-descarga-fuertes-tormentas-granizo-92303163.html', 'https://www.lasprovincias.es/comunitat/directo-temporal-lluvias-azota-comunitat-valenciana-20230915164442-di.html', 'https://www.elperiodicomediterraneo.com/castello-provincia/2023/09/12/intenso-temporal-provoca-caos-burriana-92008426.html', 'https://www.levante-emv.com/tags/temporales/pagina-6/']",Castellon,64
314,Vientos fuertes,2023-09-12,2023-09-13,"['Agua y Alimentos', 'Transporte']","{'Transporte': 0.5347222222222222, 'Agua y Alimentos': 0.5}","{5: 0.375, 6: 0.5625, 7: 0.6944444444444444, 8: 0.6944444444444444, 14: 0.75, 15: 0.25, 16: 0.5}","['https://elpais.com/espana/2023-09-17/la-alerta-naranja-deja-fuertes-tormentas-en-castellon-valencia-y-huesca.html', 'https://www.castelloninformacion.com/la-lluvia-el-granizo-y-el-viento-regresan-al-litoral-sur-de-castellon/', 'https://www.lasprovincias.es/castellon/lluvias-litros-metro-cuadrado-rachas-viento-130-20230912190706-nt.html', 'https://castellonplaza.com/un-reventon-humedo-se-ceba-con-burriana-y-deja-arboles-arrasados-incendios-y-rescates', 'https://www.levante-emv.com/comunitat-valenciana/2023/09/12/intenso-temporal-provoca-caos-burriana-92010067.html', 'https://cadenaser.com/comunitat-valenciana/2023/09/20/un-nuevo-reventon-humedo-deja-rachas-de-viento-de-100-kmh-en-nules-y-rios-de-agua-en-municipios-del-alto-palancia-radio-castellon/', 'https://www.elconfidencial.com/espana/comunidad-valenciana/2023-09-13/burriana-intenta-recuperar-normalidad-fuerte-tormenta-arraso-localidad_3734361/', 'https://www.elperiodicomediterraneo.com/castello-provincia/2023/09/12/tiempo-castellon-lluvia-granizo-aemet-alerta-naranja-amarilla-92004960.html', 'https://www.lasexta.com/noticias/sociedad/fuerte-reventon-termico-deja-graves-inundaciones-burriana-nules_20230913650181fe7caa7b0001c084e2.html', 'https://www.elconfidencial.com/espana/comunidad-valenciana/2023-09-13/reventon-humedo-burriana-castellon-imagenes_3734449/', 'https://cadenaser.com/comunitat-valenciana/2023/09/13/un-reventon-humedo-en-nules-y-burriana-deja-mas-de-100-incidencias-y-problemas-de-circulacion-radio-castellon/']",Castellon,64
315,Temporal,2023-11-05,2023-11-10,['Transporte'],{'Transporte': 0.25},"{5: 0.25, 6: 0.75}","['https://castellonaldia.elmundo.es/sucesos/interceptan-una-narcolancha-con-una-tonelada-de-hachis-y-el-temporal-obliga-a-los-agentes-a-resguardarse-junto-a-4-detenidos-en-las-islas-columbretes-BG17445477', 'https://www.agroclm.com/2023/11/06/caqui-citricos-olivar-y-aguacate-los-grandes-afectados-por-el-temporal-en-todas-las-comarcas-de-valencia-y-castellon/', 'https://www.lasprovincias.es/comunitat/tiempo-valencia-alicante-castellon-viento-20231111141922-nt.html']",Castellon,65
316,Inundacion,2023-09-07,2023-09-14,"['Transporte', 'Energia', 'Aguas Residuales', 'Agua y Alimentos', 'Sanidad']","{'Energia': 0.546875, 'Transporte': 0.5375, 'Sanidad': 0.9583333333333333, 'Agua y Alimentos': 0.8125, 'Aguas Residuales': 0.6397058823529411}","{0: 0.75, 1: 0.75, 3: 0.5, 7: 0.75, 8: 0.8, 5: 0.5, 6: 0.75, 10: 1.0, 11: 1.0, 12: 0.875, 13: 0.875, 14: 0.75, 15: 0.875, 16: 0.8125, 17: 0.625, 18: 0.75, 19: 0.625}","['https://www.latribunadeciudadreal.es/noticia/zedf2ee7b-c0cf-523b-174769fcd24140d1/202309/la-lluvia-deja-seis-incidencias-y-casi-15-litros-en-la-capital', 'https://www.bbc.com/mundo/articles/cn0g331dxw4o', 'https://www.antena3.com/noticias/el-tiempo/actualidad/video-dana-expres-inunda-100-casas-destroza-cosechas-iniesta-motilla-palancar_20230920650ac15d4fd7bf0001a62df2.html', 'https://www.laprensagrafica.com/elsalvador/Lluvias-causaron-inundacion-de-calle-20230918-0086.html', 'https://efe.com/espana/2023-09-15/alerta-lluvia-espana-mediterraneo/', 'https://www.newtral.es/inundaciones-libia/20230916/', 'https://www.cmmedia.es/noticias/castilla-la-mancha/granizo-inundaciones-danos-pueblos-albacete-cuenca.html']",Ciudad Real,66
317,Luvias Intensas,2023-09-07,2023-09-14,"['Transporte', 'Sanidad', 'Aguas Residuales', 'Agua y Alimentos']","{'Transporte': 0.6041666666666666, 'Sanidad': 1.0, 'Agua y Alimentos': 0.7916666666666667, 'Aguas Residuales': 0.75}","{5: 0.5, 6: 0.75, 7: 0.875, 8: 0.8333333333333334, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 0.75, 15: 0.75, 16: 0.875, 17: 0.75, 18: 0.75, 19: 0.75}","['https://www.bbc.com/mundo/articles/cn0g331dxw4o', 'https://www.larazon.es/el-tiempo/dana-pone-riesgo-fuertes-lluvias-tormentas-varias-comunidades_20230920650a8ea798383a00012868bd.html', 'https://www.latribunadeciudadreal.es/noticia/zd3578572-966d-4f78-e5e9375e978c2e46/202309/las-tablas-con-menos-de-diez-hectareas-encharcadas', 'https://efe.com/espana/2023-09-15/alerta-lluvia-espana-mediterraneo/', 'https://www.antena3.com/noticias/el-tiempo/actualidad/albacete-castellon-victimas-graves-granizadas-riadas-este-domingo_2023091765073d8a4fd7bf0001a00427.html']",Ciudad Real,66
318,Desbordamientos,2023-09-07,2023-09-14,"['Transporte', 'Sanidad', 'Agua y Alimentos']","{'Transporte': 0.8541666666666666, 'Sanidad': 0.9305555555555557, 'Agua y Alimentos': 0.9166666666666666}","{5: 0.6666666666666666, 6: 0.8333333333333334, 7: 1.0, 8: 0.9166666666666666, 10: 0.9166666666666666, 11: 1.0, 12: 0.9166666666666666, 13: 0.8333333333333334, 14: 0.8333333333333334, 15: 1.0, 16: 0.9166666666666666}","['https://www.bbc.com/mundo/articles/cn0g331dxw4o', 'https://www.nytimes.com/es/2023/09/12/espanol/libia-inundaciones.html', 'https://cnnespanol.cnn.com/2023/09/17/paises-territorios-graves-inundaciones-futuro-cambio-climatico-trax', 'https://www.bbc.com/mundo/articles/cn015l0n28no', 'https://es.euronews.com/2023/09/13/libia-mas-de-6200-muertos-y-10-000-desaparecidos-por-el-ciclon-daniel-inundaciones-presas']",Ciudad Real,66
319,Crecida,2023-09-07,2023-09-14,"['Sanidad', 'Agua y Alimentos']","{'Sanidad': 0.8333333333333334, 'Agua y Alimentos': 0.9166666666666666}","{10: 0.75, 11: 1.0, 12: 0.75, 13: 0.75, 14: 1.0, 15: 1.0, 16: 0.75}","['https://www.vozdeamerica.com/a/cierran-ciudad-libia-para-buscar-10100-desaparecidos-tras-inundaciones/7269618.html', 'https://es.euronews.com/tag/tormenta?p=3', 'https://www.latribunadetoledo.es/noticia/z99809612-0d08-0010-efbfbb5da50bd1f2/202309/lo-que-trajo-una-dana-otra-se-lo-llevo']",Ciudad Real,66
320,Dana,2023-09-07,2023-09-14,"['Transporte', 'Sanidad', 'Agua y Alimentos']","{'Agua y Alimentos': 0.75, 'Transporte': 0.25, 'Sanidad': 0.625}","{14: 0.8125, 15: 0.6875, 16: 0.75, 5: 0.25, 8: 0.75, 7: 0.25, 10: 0.75, 11: 0.5, 12: 0.75, 13: 0.5}","['https://www.latribunadeciudadreal.es/noticia/zd1b88132-a925-eee4-3602a803462d667f/202309/sin-rastro-de-la-lluvia-en-el-pantano', 'https://www.larazon.es/el-tiempo/dana-pone-riesgo-fuertes-lluvias-tormentas-varias-comunidades_20230920650a8ea798383a00012868bd.html', 'https://www.lanzadigital.com/provincia/socuellamos/la-dana-provoca-siniestros-en-2-000-hectareas-agrarias-en-la-provincia-de-ciudad-real/', 'https://www.antena3.com/noticias/el-tiempo/actualidad/video-dana-expres-inunda-100-casas-destroza-cosechas-iniesta-motilla-palancar_20230920650ac15d4fd7bf0001a62df2.html', 'https://www.larazon.es/el-tiempo/asi-sera-efecto-fujiwhara-que-llegara-espana-paso-dana-que-que-zonas-afectara_2023090764f9c15283dfa50001887b6b.html', 'https://www.latribunadeciudadreal.es/noticia/zcaef883c-f891-4482-bb688caec4bb11bb/202309/junta-moviliza-700-efectivos-para-limpiar-los-danos-de-la-dana']",Ciudad Real,66
321,Inundacion,2023-09-16,2023-09-21,"['Transporte', 'Sanidad', 'Agua y Alimentos', 'Aguas Residuales']","{'Aguas Residuales': 0.6029411764705883, 'Transporte': 0.375, 'Agua y Alimentos': 0.8055555555555555, 'Sanidad': 0.9166666666666666}","{17: 0.5, 18: 0.75, 19: 0.625, 7: 0.625, 8: 0.75, 14: 0.8333333333333334, 15: 0.8333333333333334, 16: 0.75, 10: 1.0, 11: 1.0, 12: 0.75, 13: 0.75, 5: 0.25}","['https://www.univision.com/local/miami-wltv/tiempo/la-marea-real-trae-inundaciones-costeras-a-las-calles-de-miami', 'https://www.antena3.com/noticias/el-tiempo/actualidad/video-dana-expres-inunda-100-casas-destroza-cosechas-iniesta-motilla-palancar_20230920650ac15d4fd7bf0001a62df2.html', 'https://www.laprensagrafica.com/elsalvador/Lluvias-causaron-inundacion-de-calle-20230918-0086.html', 'https://www.newtral.es/inundaciones-libia/20230916/', 'https://www.cmmedia.es/noticias/castilla-la-mancha/granizo-inundaciones-danos-pueblos-albacete-cuenca.html']",Ciudad Real,67
322,Luvias Intensas,2023-09-16,2023-09-21,"['Transporte', 'Agua y Alimentos']","{'Agua y Alimentos': 0.625, 'Transporte': 0.25}","{14: 0.75, 15: 0.5, 16: 0.625, 5: 0.25, 8: 0.75}","['https://aemetblog.es/2023/09/24/informe-sobre-el-episodio-meteorologico-de-precipitaciones-intensas-ocasionado-por-una-dana-durante-los-dias-2-3-y-4-de-septiembre-de-2023/', 'https://www.larazon.es/el-tiempo/dana-pone-riesgo-fuertes-lluvias-tormentas-varias-comunidades_20230920650a8ea798383a00012868bd.html', 'https://www.latribunadeciudadreal.es/noticia/zd3578572-966d-4f78-e5e9375e978c2e46/202309/las-tablas-con-menos-de-diez-hectareas-encharcadas', 'https://www.antena3.com/noticias/el-tiempo/actualidad/albacete-castellon-victimas-graves-granizadas-riadas-este-domingo_2023091765073d8a4fd7bf0001a00427.html']",Ciudad Real,67
323,Desbordamientos,2023-09-16,2023-09-21,"['Transporte', 'Sanidad', 'Agua y Alimentos']","{'Transporte': 0.75, 'Sanidad': 0.8333333333333334, 'Agua y Alimentos': 1.0}","{5: 0.5, 6: 0.75, 7: 1.0, 8: 0.75, 10: 0.75, 11: 1.0, 12: 0.75, 13: 0.75, 14: 1.0, 15: 1.0, 16: 1.0}",['https://cnnespanol.cnn.com/2023/09/17/paises-territorios-graves-inundaciones-futuro-cambio-climatico-trax'],Ciudad Real,67
324,Dana,2023-09-16,2023-09-21,"['Transporte', 'Agua y Alimentos']","{'Transporte': 0.40625, 'Agua y Alimentos': 0.8055555555555555}","{5: 0.5, 8: 0.75, 14: 0.9166666666666666, 15: 0.75, 16: 0.75, 6: 0.5, 7: 0.5}","['https://www.larazon.es/el-tiempo/dana-pone-riesgo-fuertes-lluvias-tormentas-varias-comunidades_20230920650a8ea798383a00012868bd.html', 'https://www.20minutos.es/lainformacion/economia-y-finanzas/-dinero-que-podras-reclamar-si-vives-esta-ciudad-te-afecto-dana-un-fuego-5284380/', 'https://www.antena3.com/noticias/el-tiempo/actualidad/video-dana-expres-inunda-100-casas-destroza-cosechas-iniesta-motilla-palancar_20230920650ac15d4fd7bf0001a62df2.html', 'https://www.latribunadeciudadreal.es/noticia/z3b17c4c7-f342-51c1-e95bf49c629ac9ca/202309/veintidos-pueblos-informan-de-danos-tras-el-paso-de-la-dana']",Ciudad Real,67
325,Temporal,2023-09-03,2023-09-04,['Transporte'],{'Transporte': 0.875},"{5: 0.75, 6: 1.0, 7: 1.0, 8: 0.75}","['https://www.latribunadeciudadreal.es/noticia/zbe99fbcf-92f7-9ade-fa14b6a1c5e8da46/202309/dana-provoca-perdidas-de-mas-de-dos-millones-en-los-cortijos', 'https://www.rtve.es/noticias/20230904/dana-temporal-renfe-gratis-cambio-anulacion-billete/2455087.shtml']",Ciudad Real,68
326,Tempestad,2023-10-24,2023-11-01,['Energia'],{'Energia': 0.6640625},"{0: 1.0, 1: 0.75, 2: 0.75}","['https://eldoce.tv/sociedad/fuerte-tormenta-viento-danos-peatonal-vieja-legislatura-cordoba_157247/', 'https://www.perfil.com/noticias/cordoba/arboles-caidos-y-cortes-de-luz-por-el-vendaval-en-la-ciudad-de-cordoba.phtml']",Cordoba,70
327,Borrasca,2023-10-24,2023-11-01,['Transporte'],{'Transporte': 0.6875},"{5: 0.5, 6: 1.0, 7: 0.5, 8: 0.75}",['https://www.diariocordoba.com/cordoba-ciudad/2023/10/24/cordoba-sufre-rachas-viento-110-93669068.html'],Cordoba,70
328,Temporal,2023-10-24,2023-11-01,['Transporte'],{'Transporte': 0.6875},"{5: 0.5, 6: 1.0, 7: 0.5, 8: 0.75}","['https://www.eldiadecordoba.es/cordoba/Elrow-Cordoba-adelante-festival-destrozos-temporal_0_1841817939.html', 'https://www.cordobabn.com/articulo/cordoba/el/20231025103434175989.html', 'https://www.diariocordoba.com/cordoba-ciudad/2023/10/24/cordoba-sufre-rachas-viento-110-93669068.html']",Cordoba,70
329,Vientos fuertes,2023-10-24,2023-11-01,['Energia'],{'Energia': 0.3125},"{0: 0.5, 1: 0.5}","['https://www.lavoz.com.ar/servicios/en-fotos-el-desastre-que-provoco-el-viento-en-cordoba/', 'http://cordoba.mitelefe.com/cordoba/advertencia-de-fuertes-vientos-en-cordoba-y-otras-nueve-provincias/', 'https://eldoce.tv/sociedad/lluvias-viento-granizo-alerta-tormenta-rige-cordoba_157233/', 'https://www.pagina12.com.ar/610461-cuales-son-las-nueve-provincias-bajo-alerta-amarillo-y-naran']",Cordoba,70
330,Desbordamientos,2023-06-11,2023-06-15,"['Transporte', 'Sanidad', 'Agua y Alimentos']","{'Transporte': 0.4375, 'Sanidad': 0.7916666666666666, 'Agua y Alimentos': 0.6666666666666666}","{7: 1.0, 8: 0.75, 10: 1.0, 11: 0.75, 12: 0.25, 13: 1.0, 14: 0.5, 15: 0.75, 16: 0.75}",['https://semanariouniversidad.com/opinion/inundaciones-en-la-cuenca-del-rio-turrialba-procrastinacion-y-vision-futura/'],Cuenca,72
331,Luvias Intensas,2023-09-06,2023-09-12,['Agua y Alimentos'],{'Agua y Alimentos': 0.75},"{14: 0.75, 15: 0.75, 16: 0.75}","['https://www.elcomercio.es/asturias/gran-tormenta-dejo-tromba-agua-miles-rayos-consecuencias-asturias-gijon-siero-agua-20230912215324-nt.html', 'https://www.elnacional.cat/es/sociedad/pantanos-catalunya-punto-llegar-nivel-mas-bajo-2008_1094994_102.html']",Cuenca,73
332,Crecida,2023-09-06,2023-09-12,['Agua y Alimentos'],{'Agua y Alimentos': 0.75},"{14: 0.75, 15: 0.75, 16: 0.75}","['https://es.euronews.com/tag/tormenta?p=3', 'https://www.adnrionegro.com.ar/2023/09/un-rio-atmosferico-afecta-la-zona-andina-y-genera-crecidas/']",Cuenca,73
333,Inundacion,2023-09-20,2023-09-22,"['Transporte', 'Sanidad', 'Agua y Alimentos']","{'Agua y Alimentos': 0.7291666666666667, 'Transporte': 0.28125, 'Sanidad': 0.6666666666666666}","{14: 0.75, 15: 0.6875, 16: 0.75, 6: 0.75, 7: 0.375, 8: 0.75, 10: 0.75, 11: 0.75, 12: 0.5, 13: 0.5}","['https://www.elmundo.es/espana/2023/09/20/650a8a5c21efa0aa138b45b5.html', 'https://elpais.com/espana/2023-09-20/un-centenar-de-casas-quedan-inundadas-por-las-lluvias-en-iniesta-cuenca.html', 'https://www.lasexta.com/noticias/sociedad/mas-100-casas-inundan-iniesta-cuenca-debido-fuertes-lluvias_20230920650ab0764fd7bf0001a60439.html', 'https://efe.com/espana/2023-09-20/fuertes-lluvias-incidencias/', 'https://www.antena3.com/noticias/el-tiempo/actualidad/video-dana-expres-inunda-100-casas-destroza-cosechas-iniesta-motilla-palancar_20230920650ac15d4fd7bf0001a62df2.html', 'https://ladiaria.com.uy/politica/articulo/2023/9/inundaciones-en-cerro-largo-32-personas-continuan-evacuadas-en-rio-branco/']",Cuenca,74
334,Desbordamientos,2023-09-20,2023-09-22,['Transporte'],{'Transporte': 0.375},"{6: 0.5, 8: 1.0}","['https://www.el1digital.com.ar/sociedad/cuenca-matanza-riachuelo-realizan-trabajos-de-limpieza-para-evitar-inundaciones/', 'https://www.20minutos.es/noticia/5174120/0/se-inundan-un-centenar-casas-iniesta-debido-las-fuertes-lluvias/']",Cuenca,74
335,Crecida,2023-09-20,2023-09-22,"['Sanidad', 'Agua y Alimentos']","{'Sanidad': 0.6666666666666666, 'Agua y Alimentos': 0.8333333333333334}","{10: 0.75, 11: 0.75, 12: 0.5, 13: 0.5, 14: 1.0, 15: 0.75, 16: 0.75}","['https://ladiaria.com.uy/politica/articulo/2023/9/inundaciones-en-cerro-largo-32-personas-continuan-evacuadas-en-rio-branco/', 'https://www.prensalibre.com/guatemala/comunitario/por-que-crecen-los-rios-la-grafica-que-explica-6-razones-que-provocan-el-fenomeno-en-guatemala/']",Cuenca,74
336,Dana,2023-09-20,2023-09-22,"['Transporte', 'Sanidad', 'Agua y Alimentos']","{'Agua y Alimentos': 0.75, 'Transporte': 0.2916666666666667, 'Sanidad': 0.8125}","{14: 0.75, 15: 0.75, 16: 0.75, 8: 0.75, 10: 0.875, 11: 0.75, 12: 0.875, 13: 0.75, 7: 0.625, 5: 0.0}","['https://www.elmundo.es/espana/2023/09/20/650a8a5c21efa0aa138b45b5.html', 'https://www.castillalamancha.es/actualidad/notasdeprensa/el-gobierno-regional-valora-la-r%C3%A1pida-respuesta-la-solicitud-de-ayudas-para-municipios-afectados-por', 'https://www.vocesdecuenca.com/provincia/lamancha/rescates-negocios-devastados-y-nuevas-oportunidades-historias-que-dejo-la-dana-en-las-tierras-de-cuenca/', 'https://www.antena3.com/noticias/el-tiempo/actualidad/video-dana-expres-inunda-100-casas-destroza-cosechas-iniesta-motilla-palancar_20230920650ac15d4fd7bf0001a62df2.html', 'https://efe.com/castilla-la-mancha/2023-09-26/los-afectados-por-la-dana-tienen-un-mes-para-pedir-ayudas/', 'https://www.latribunadealbacete.es/noticia/zf682ccb6-0532-a817-45d330d4ffaba3d3/202309/la-dana-moviliza-al-sepei-en-albacete-y-el-sur-de-cuenca']",Cuenca,74
337,Inundacion,2023-05-20,2023-05-21,"['Transporte', 'Aguas Residuales', 'Agua y Alimentos']","{'Transporte': 0.5625, 'Agua y Alimentos': 0.9166666666666666, 'Aguas Residuales': 0.5882352941176471}","{5: 1.0, 6: 0.75, 7: 1.0, 8: 0.875, 14: 0.75, 15: 1.0, 16: 1.0, 17: 0.5, 18: 0.625, 19: 0.75}","['https://www.telemadrid.es/programas/buenos-dias-madrid/La-lluvia-provoca-inundaciones-en-Murcia-Navarra-y-Guipuzcoa-2-2562663719--20230523092414.html', 'https://www.elcorreo.com/sociedad/sucesos/intensas-lluvias-dejan-inundaciones-zonas-gipuzkoa-navarra-20230520134830-nt.html', 'https://www.noticiasdegipuzkoa.eus/sucesos/2023/05/20/inundaciones-bera-lluvias-torrenciales-danos-materiales-6826361.html', 'https://www.eitb.eus/es/noticias/sociedad/detalle/9208716/la-lluvia-complica-situacion-entre-gipuzkoa-y-navarra/']",Gipuzkoa,75
338,Luvias Intensas,2023-05-20,2023-05-21,"['Transporte', 'Aguas Residuales', 'Agua y Alimentos']","{'Transporte': 0.5625, 'Agua y Alimentos': 0.9166666666666666, 'Aguas Residuales': 0.5882352941176471}","{5: 1.0, 6: 0.75, 7: 1.0, 8: 0.875, 14: 0.75, 15: 1.0, 16: 1.0, 17: 0.5, 18: 0.625, 19: 0.75}","['https://www.elcorreo.com/sociedad/sucesos/intensas-lluvias-dejan-inundaciones-zonas-gipuzkoa-navarra-20230520134830-nt.html', 'https://www.telemadrid.es/programas/buenos-dias-madrid/La-lluvia-provoca-inundaciones-en-Murcia-Navarra-y-Guipuzcoa-2-2562663719--20230523092414.html', 'https://www.eitb.eus/es/noticias/sociedad/detalle/9208716/la-lluvia-complica-situacion-entre-gipuzkoa-y-navarra/', 'https://www.diariovasco.com/gipuzkoa/intensas-lluvias-dejan-inundaciones-bera-elevan-nivel-20230520095107-nt.html']",Gipuzkoa,75
